density,volume,nsites,formation_energy_per_atom,cbm,vbm,avg_atomic_volume,band_width,energy_density,stability_factor,density_squared,volume_squared,nsites_squared,doping_percent,doping_squared,doping_cubed,doping_log,doping_sqrt,doping_interaction,doping_volume_effect,doping_energy_effect,doping_band_interaction,structural_factor,electronic_factor,band_center,band_asymmetry,doping_structural_coupling,density_volume_ratio,energy_per_volume,compactness,volume_per_site,atoms_per_unit_volume,electronic_anisotropy,coordination_factor,dimensional_factor,confinement_parameter,is_mg,mg_lattice_strain,mg_electronegativity_diff,mg_size_mismatch,mg_bond_energy_diff,is_sn,sn_lattice_strain,sn_electronegativity_diff,sn_size_mismatch,sn_bond_energy_diff,is_pb,pb_lattice_strain,pb_electronegativity_diff,pb_size_mismatch,pb_bond_energy_diff,is_n,n_lattice_strain,n_electronegativity_diff,n_size_mismatch,n_bond_energy_diff,is_al,al_lattice_strain,al_electronegativity_diff,al_size_mismatch,al_bond_energy_diff,band_gap,structure_type,dopant_type,doping_percent
5.310802143868639,121.82676206704514,12,-1.058444209166666,4.8174,2.6598,10.152230172253761,2.1576,-5.621187775207675,1.058444209166666,28.20461941131973,14841.759955740428,144,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.0,0.0,0,7.4772,3.7386,0.49999976826113823,0.0,0.04359306652955231,-0.008688109174108808,0.09850052481404717,10.152230172253761,0.09850052481404717,0.40626631185855144,2.420659359368466,23.242804943717093,21.904451819654714,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.1576,Bulk ZnO,Pure,0.0
5.708336616549273,23.681474592351165,2,-1.782830182499999,1.4724,0.8415,11.840737296175583,0.6308999999999999,-10.176994811853968,1.782830182499999,32.5851069278372,560.8122388681738,4,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.0,0.0,0,2.3139,1.15695,0.49999920748263205,0.0,0.2410465021630451,-0.0752837487187488,0.08445420035819798,11.840737296175583,0.08445420035819798,0.1105225641688563,0.696456103136643,14.918394165726923,7.470321160157163,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.630899999999999,Bulk ZnO,Pure,0.0
6.619789652587246,20.420864656411798,2,-1.6436317724999991,3.0448,2.3229,10.210432328205899,0.7218999999999998,-10.880496600259129,1.6436317724999991,43.82161504450118,417.0117133154885,4,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.0,0.0,0,5.3677,2.68385,0.4999993073842535,0.0,0.3241679411703435,-0.08048786376848775,0.09793904585582935,10.210432328205899,0.09793904585582935,0.10905180343877773,0.7317093759446897,12.864338618833731,7.370911097731829,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.7218999999999991,Bulk ZnO,Pure,0.0
5.894125800502135,543.0921927349801,42,-1.715923067619048,5.1661,4.072,12.930766493690003,1.0941,-10.1138664245302,1.715923067619048,34.74071895214493,294949.1298096888,1764,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.0,0.0,0,9.2381,4.61905,0.4999995430037999,0.0,0.010852900997931247,-0.0031595428742544817,0.07733493606028562,12.930766493690003,0.07733493606028562,0.1856254917237754,5.147836804266723,44.94768887087139,14.147551620746233,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0941,Bulk ZnO,Pure,0.0
8.644086753568397,381.963643963947,28,-1.4086734692857141,3.742099999999999,3.0903,13.641558712998107,0.6517999999999988,-12.176695675955878,1.4086734692857141,74.72023580321662,145896.22531021686,784,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.0,0.0,0,6.832399999999999,3.4161999999999995,0.4999992328947025,0.0,0.022630653179087117,-0.0036879778783833073,0.07330540600519268,13.641558712998107,0.07330540600519268,0.07540414835967815,3.8590821353812306,41.42380674708441,8.891567969132167,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.6518,Bulk ZnO,Pure,0.0
8.745291311563706,188.77169195997328,14,-1.590829594285714,3.7681,3.625099999999999,13.483692282855234,0.14300000000000113,-13.91226822908527,1.590829594285714,76.48012012411165,35634.75168543104,196,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.0,0.0,0,7.393199999999998,3.696599999999999,0.4999965035209559,0.0,0.04632734506304069,-0.008427267763341496,0.07416366222414603,13.483692282855234,0.07416366222414603,0.016351656554986712,2.44052023507759,32.49761664804279,1.9281679964482852,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.14299999999999902,Bulk ZnO,Pure,0.0
5.296140788868883,701.5589799755708,42,-1.620684996666666,5.3284,3.6097,16.70378523751359,1.7187000000000001,-8.58337591675416,1.620684996666666,28.049107255520717,492185.0023843633,1764,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.0,0.0,0,8.9381,4.46905,0.4999997090826153,0.0,0.007549102698469204,-0.0023101193811575194,0.05986667008590282,16.70378523751359,0.05986667008590282,0.3245193185974705,4.7267347068789,58.06280255605818,28.70879568771461,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.7187000000000001,Bulk ZnO,Pure,0.0
5.308100094872814,699.9783469107502,42,-1.575086522857142,5.2132,3.5018000000000002,16.666151116922624,1.7113999999999994,-8.360716921410887,1.575086522857142,28.17592661718878,489969.6861439066,1764,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.0,0.0,0,8.715,4.3575,0.499999707841704,0.0,0.0075832347076153425,-0.0022501932092736164,0.060001856036491295,16.666151116922624,0.060001856036491295,0.32241291034678676,4.730289872360722,57.93198535012712,28.52245102150136,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.711399999999999,Bulk ZnO,Pure,0.0
4.846479399364903,233.13916838054647,13,-1.677023276153845,4.4031,2.5449,17.933782183118957,1.8582,-8.12765876013505,1.677023276153845,23.488362568468393,54353.871833172794,169,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.0,0.0,0,6.948,3.474,0.49999973092254285,0.0,0.02078792436736384,-0.007193228352845831,0.05576068616141097,17.933782183118957,0.05576068616141097,0.3834123384994691,2.1122157239424255,42.16832412919611,33.32455405267165,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.8582,Bulk ZnO,Pure,0.0
5.124667724644397,187.01772552667103,13,-1.742467646153847,3.7977,3.5669,14.385978886667003,0.2307999999999999,-8.929567707481713,1.742467646153847,26.262219288011977,34975.62966116926,169,0.0,0.0,0.0,0.0,0.001,0.0,0.0,-0.0,0.0,0,7.364599999999999,3.6822999999999997,0.499997833631571,0.0,0.027402042828895145,-0.009317125642752775,0.06951212759854701,14.385978886667003,0.06951212759854701,0.04503706628433443,2.273259922180403,33.82625117303857,3.32028392704273,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.230799999999999,Bulk ZnO,Pure,0.0
