material_id,structure_type,band_gap,density,volume,nsites,avg_atomic_volume,dopant_count,volume_per_site,structural_factor,doping_structural_coupling,density_volume_ratio,compactness,coordination_factor,dimensional_factor,confinement_parameter,Zn_fraction,O_fraction,Zn_O_ratio,avg_electronegativity,electronegativity_difference,avg_atomic_radius,avg_valence_electrons,ionic_radius_mismatch,is_mg,mg_lattice_strain,mg_electronegativity_diff,mg_size_mismatch,mg_bond_energy_diff,dataset_split
mp-aaaaahpe,Bulk ZnO,3.8232999999999997,3.9343618408835157,272.60319326481704,24,11.358466386034044,1,11.358466386034044,0,0.0,0.014432559625453574,0.08804005452968225,3.701413421746429,32.76348652921748,0.08804004677863173,0.16666666666666666,0.6666666666666666,0.25,2.998333333333333,1.79,0.7916666666666666,5.333333333333333,0.365401157003955,0,0.0,0.0,0.0,0.0,Training
mp-aaaaahpy,Bulk ZnO,0.9353999999999996,7.171915981195089,155.2282326923861,14,11.087730906599006,1,11.087730906599006,0,0.0,0.04620239409288121,0.09018977899299821,2.604980428141367,26.723008871796207,0.09018977085880271,0.14285714285714285,0.5714285714285714,0.25,2.8528571428571423,1.79,0.9214285714285715,4.285714285714286,0.4028025133876739,0,0.0,0.0,0.0,0.0,Test
mp-aaaaahxi,Bulk ZnO,3.9227,4.744169937066032,538.6539781098929,40,13.466349452747323,1,13.466349452747323,0,0.0,0.00880745363417358,0.0742591749537575,4.916130099702479,46.05426730748166,0.07425916943933285,0.2,0.6,0.33333333333333337,2.904,1.79,0.86,5.199999999999999,0.37750425769137336,0,0.0,0.0,0.0,0.0,Training
mp-aaaaahzg,Bulk ZnO,2.7258,5.714603997298983,433.45728903153736,28,15.480617465412049,1,15.480617465412049,0,0.0,0.01318377644558009,0.06459690656618024,3.6997802340345354,47.008272273296,0.06459690239342017,0.14285714285714285,0.5714285714285714,0.25,2.787142857142857,1.79,0.95,5.142857142857142,0.42665446493522335,0,0.0,0.0,0.0,0.0,Test
mp-aaaaaiiv,Bulk ZnO,2.0789999999999997,5.566117786807331,220.7972612182532,16,13.799828826140825,1,13.799828826140825,0,0.0,0.025209179480289598,0.07246466696063025,2.647212197814242,34.77338964600177,0.07246466170950268,0.25,0.5,0.5,2.37,2.49,1.1375,4.0,0.5139051846628415,0,0.0,0.0,0.0,0.0,Test
mp-aaaaaiow,Bulk ZnO,2.3108,6.151538840882612,145.1475013418485,14,10.367678667274893,1,10.367678667274893,0,0.0,0.042381293401631694,0.09645360664547355,2.66394250688826,24.987580537387146,0.09645359734217622,0.14285714285714285,0.5714285714285714,0.25,2.7185714285714284,1.79,0.907142857142857,4.571428571428571,0.39133145322127505,0,0.0,0.0,0.0,0.0,Training
mp-aaaaaith,Bulk ZnO,1.9751999999999998,4.755174513615772,560.383815647266,42,13.342471801125381,1,13.342471801125381,0,0.0,0.008485567178851076,0.07494863132599269,5.094334162305107,46.37878748935793,0.07494862570869579,0.2857142857142857,0.5714285714285714,0.5,2.724285714285714,1.79,0.907142857142857,4.571428571428571,0.3924389226571143,0,0.0,0.0,0.0,0.0,Test
mp-aaaaaiyw,Bulk ZnO,3.359,8.113343135964856,539.4491543990742,38,14.196030378923007,2,14.196030378923007,0,0.0,0.01504005163378708,0.0704422273908846,4.668027699113953,47.72670500811012,0.07044222242877754,0.10526315789473684,0.5526315789473685,0.19047619047619044,2.455,2.55,1.125,4.2105263157894735,0.5465943944994627,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajaf,2D ZnO,4.0373,3.800004763871884,800.7069569245283,52,15.398210710087083,2,15.398210710087083,1,0.0,0.004745812098932541,0.06494261046479372,5.599881148591549,57.47399327042289,0.06494260624725133,0.15384615384615385,0.6153846153846154,0.25,2.7761538461538464,2.55,0.8961538461538462,4.923076923076923,0.5092306780936662,0,0.0,0.0,0.0,0.0,Test
mp-aaaaajbf,Bulk ZnO,4.3495,3.403755575657739,970.2506446294942,76,12.766455850388082,2,12.766455850388082,0,0.0,0.003508119880670131,0.07833027519298565,7.676895206281376,54.07645477842271,0.07833026905735412,0.10526315789473684,0.631578947368421,0.16666666666666666,2.84,2.62,0.9105263157894736,5.052631578947368,0.5573315563439191,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajbl,2D ZnO,3.0986000000000002,5.929858352976885,515.8655885600521,36,14.329599682223668,2,14.329599682223668,1,0.0,0.011494967845265741,0.0697856201273042,4.4887317030420135,47.31529565648612,0.06978561525727178,0.1111111111111111,0.5555555555555556,0.19999999999999998,2.4644444444444447,2.55,1.1222222222222222,4.222222222222222,0.5469344928563098,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajck,Bulk ZnO,2.7777,4.700128203748994,323.9785588756969,28,11.570662816989174,2,11.570662816989174,0,0.0,0.01450752858479232,0.08642547240523703,4.076798766585616,35.13534710736112,0.0864254649358754,0.14285714285714285,0.5714285714285714,0.25,2.57,2.46,0.95,4.142857142857142,0.42665446493522335,0,0.0,0.0,0.0,0.0,Test
mp-aaaaajfn,Bulk ZnO,4.0558000000000005,3.2946599728597756,316.2474521523368,24,13.176977173014032,2,13.176977173014032,0,0.0,0.010417981079173197,0.07588993946562823,3.5226451453692493,38.00897933146003,0.07588993370634577,0.08333333333333333,0.5833333333333334,0.14285714285714285,2.6275000000000004,2.44,0.9458333333333333,4.666666666666666,0.4832781832464991,0,0.0,0.0,0.0,0.0,Test
mp-aaaaajgk,Bulk ZnO,3.0578000000000003,8.316578652900073,495.6523335604467,36,13.768120376679075,2,13.768120376679075,0,0.0,0.016779056789986514,0.07263155555306118,4.548939027213432,45.461331837818,0.07263155027771871,0.1111111111111111,0.5555555555555556,0.19999999999999998,2.471111111111111,2.55,1.1111111111111112,4.222222222222222,0.5415717865615527,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajhm,Bulk ZnO,0.4787000000000001,4.732322109719233,165.69255335079256,13,12.745581026984043,2,12.745581026984043,0,0.0,0.028560861752792804,0.07845856519862615,2.3668769964525045,29.969126783903143,0.07845855904288018,0.15384615384615385,0.6153846153846154,0.25,2.8523076923076927,1.79,0.8576923076923078,4.923076923076923,0.3865876603090077,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajlq,Bulk ZnO,2.8518,3.6486063830737856,1020.3452683917542,64,15.94289481862116,2,15.94289481862116,0,0.0,0.0035758546602804742,0.06272386610943509,6.357176300685459,63.771579274484644,0.06272386217515195,0.125,0.5,0.25,2.3825,2.62,1.175,4.0,0.5596998484236049,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajlv,Bulk ZnO,3.1742999999999997,3.4113517232738912,198.087229141996,16,12.38045182137475,2,12.38045182137475,0,0.0,0.01722146217123625,0.08077249638607761,2.7447396554398105,31.19678371391874,0.08077248986188197,0.125,0.5,0.25,2.39625,2.51,1.0562500000000001,4.0,0.47657937605784473,0,0.0,0.0,0.0,0.0,Test
mp-aaaaajmg,Bulk ZnO,2.6216999999999997,3.7102713903871725,222.00914696391914,16,13.875571685244946,2,13.875571685244946,0,0.0,0.016712245603962277,0.072069102641975,2.642386609999902,34.964249691130775,0.07206909744801981,0.125,0.5,0.25,2.41,2.51,1.075,4.0,0.47204146814338516,0,0.0,0.0,0.0,0.0,Test
mp-aaaaajmu,2D ZnO,3.3617999999999997,7.979207286664544,545.7286575439831,38,14.361280461683766,2,14.361280461683766,1,0.0,0.014621198971984458,0.06963167404661608,4.650054145487584,48.282271722323294,0.06963166919804639,0.10526315789473684,0.5526315789473685,0.19047619047619044,2.4528947368421052,2.55,1.125,4.2105263157894735,0.5465943944994627,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajoe,2D ZnO,3.4403128788171187,7.154918577004959,541.639428011011,36,15.045539666972527,2,15.045539666972527,1,0.0,0.013209744724971363,0.06646488076430832,4.416372976922186,49.67927740070159,0.06646487634672824,0.1111111111111111,0.5555555555555556,0.19999999999999998,2.453333333333333,2.55,1.1333333333333333,4.222222222222222,0.5525968890599811,0,0.0,0.0,0.0,0.0,Test
mp-aaaaajou,2D ZnO,3.0561999999999996,6.963317965988391,272.43568366812013,18,15.135315759340008,2,15.135315759340008,1,0.0,0.025559493059914545,0.06607064007785234,2.7766289117975487,39.665748524924616,0.06607063571252315,0.1111111111111111,0.5555555555555556,0.19999999999999998,2.4466666666666668,2.55,1.1333333333333333,4.222222222222222,0.5525968890599811,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajph,Bulk ZnO,3.9475,2.8807434653392368,373.11011332290406,28,13.325361190103717,2,13.325361190103717,0,0.0,0.007720893544491326,0.07504487013400173,3.889367889506454,40.46364483612891,0.07504486450226962,0.07142857142857142,0.5714285714285714,0.125,2.623571428571428,2.51,0.9321428571428569,4.571428571428571,0.4665685116556696,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajpr,Bulk ZnO,4.0485,2.9636929068393663,639.478812794921,48,13.322475266560856,2,13.322475266560856,0,0.0,0.004634544331322223,0.07506112640418856,5.57141938214855,48.41708830872916,0.07506112077001628,0.08333333333333333,0.5833333333333334,0.14285714285714285,2.6641666666666666,2.51,0.9291666666666667,4.666666666666666,0.4875122167027879,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajpv,Bulk ZnO,3.0633,8.16836037423067,501.92173404272677,36,13.942270390075743,2,13.942270390075743,0,0.0,0.01627417148972339,0.071724329827358,4.529919665130848,46.03636251244782,0.07172432468297889,0.1111111111111111,0.5555555555555556,0.19999999999999998,2.468888888888889,2.55,1.1111111111111112,4.222222222222222,0.5415717865615527,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajqb,Bulk ZnO,3.0589,8.023228771380943,507.1452910431363,36,14.087369195642674,2,14.087369195642674,0,0.0,0.015820375172720495,0.07098557481614859,4.514313354007112,46.515468212331335,0.07098556977719711,0.1111111111111111,0.5555555555555556,0.19999999999999998,2.466666666666667,2.55,1.1111111111111112,4.222222222222222,0.5415717865615527,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajqh,Bulk ZnO,3.3261999999999996,3.4201735923792618,334.96940789168303,26,12.883438765064732,2,12.883438765064732,0,0.0,0.010210405821552582,0.0776190284469424,3.7437338488618157,38.167136689071384,0.0776190224222293,0.15384615384615385,0.5384615384615384,0.28571428571428575,2.5415384615384617,2.51,0.976923076923077,4.307692307692308,0.4628622132799548,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajso,Bulk ZnO,2.7862,3.997146430533651,566.6097686692968,42,13.490708777840402,2,13.490708777840402,0,0.0,0.007054496148065169,0.07412508982794012,5.075606417464009,46.89406317017676,0.07412508433341158,0.14285714285714285,0.5714285714285714,0.25,2.6457142857142855,2.51,0.9571428571428571,4.571428571428571,0.4692599976789871,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajvn,2D ZnO,3.0566,7.874962437195041,512.593881187532,36,14.23871892187589,2,14.23871892187589,1,0.0,0.015362966134029979,0.07023103732061411,4.498261457919919,47.01521399749353,0.07023103238821586,0.1111111111111111,0.5555555555555556,0.19999999999999998,2.4644444444444447,2.55,1.1111111111111112,4.222222222222222,0.5415717865615527,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajvw,Bulk ZnO,2.8200000000000003,3.48952174411281,454.1286945621525,34,13.356726310651544,2,13.356726310651544,0,0.0,0.007683993074864444,0.0748686449614928,4.4233632185802145,43.270608182420204,0.07486863935617923,0.23529411764705882,0.5294117647058824,0.4444444444444444,2.6176470588235294,2.62,0.9147058823529413,4.235294117647059,0.4826793908381764,0,0.0,0.0,0.0,0.0,Test
mp-aaaaajwt,Bulk ZnO,3.8766000000000003,3.1412926446808043,278.64002646542934,22,12.665455748428606,2,12.665455748428606,0,0.0,0.01127365900918238,0.07895491641696899,3.3682799484508705,35.48910514777232,0.07895491018309066,0.09090909090909091,0.5454545454545454,0.16666666666666669,2.540909090909091,2.51,0.9772727272727273,4.363636363636363,0.4756482013686104,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajxl,Bulk ZnO,4.0565999999999995,3.6940944065044605,231.63739222571192,20,11.581869611285596,2,11.581869611285596,0,0.0,0.01594774648000209,0.08634184579539567,3.2565701666404383,31.438030905978827,0.08634183834048198,0.1,0.6,0.16666666666666669,2.709,2.44,0.8950000000000001,4.8,0.4514090932512445,0,0.0,0.0,0.0,0.0,Training
mp-aaaaajyw,Bulk ZnO,2.5596,6.630266633286842,310.2300202676229,22,14.101364557619222,2,14.101364557619222,0,0.0,0.021372098765835686,0.07091512285310587,3.249835714327647,39.512578106358966,0.07091511782415158,0.09090909090909091,0.5454545454545454,0.16666666666666669,2.4927272727272727,2.49,1.1181818181818182,4.181818181818182,0.5427400170933958,0,0.0,0.0,0.0,0.0,Training
mp-aaaaakbh,2D ZnO,3.1692,6.577619546991341,283.02187609561764,18,15.723437560867646,2,15.723437560867646,1,0.0,0.023240675377224632,0.0635993240109778,2.7415689320054892,41.20706367502481,0.06359931996610405,0.1111111111111111,0.5555555555555556,0.19999999999999998,2.437777777777778,2.55,1.1555555555555554,4.222222222222222,0.5646941100005123,0,0.0,0.0,0.0,0.0,Training
mp-aaaaakbj,2D ZnO,3.3644000000000003,7.847322722010313,550.9582466562443,38,14.498901227795903,2,14.498901227795903,1,0.0,0.014243044313494848,0.06897074366455411,4.635294877631448,48.74494935345713,0.06897073890759095,0.10526315789473684,0.5526315789473685,0.19047619047619044,2.4507894736842104,2.55,1.125,4.2105263157894735,0.5465943944994627,0,0.0,0.0,0.0,0.0,Training
mp-aaaaakds,Bulk ZnO,3.9654,3.598747886106746,550.924939888897,46,11.9766291280195,3,11.9766291280195,0,0.0,0.006532192728164552,0.08349594775883018,5.611259504528225,42.91283549909785,0.08349594078725747,0.17391304347826086,0.5217391304347826,0.3333333333333333,2.646521739130435,1.8699999999999999,0.8717391304347826,4.521739130434782,0.34406736021920004,0,0.0,0.0,0.0,0.0,Training
mp-aaaaaklo,2D ZnO,0.6529999999999996,5.691611752665381,146.62733461290037,8,18.328416826612546,2,18.328416826612546,1,0.0,0.03881685340384431,0.054560086092543314,1.5171144340302702,36.6568336532251,0.054560083115740475,0.25,0.25,1.0,2.0949999999999998,2.34,1.2249999999999999,3.75,0.40457607350169034,0,0.0,0.0,0.0,0.0,Training
mp-aaaaaklp,2D ZnO,0.8589000000000002,6.783112123501502,147.16299537321413,8,18.395374421651766,2,18.395374421651766,1,0.0,0.04609251195451088,0.05436149202937548,1.5152714737338995,36.79074884330354,0.054361489074203816,0.25,0.25,1.0,2.1025,2.3,1.2374999999999998,3.75,0.3618079735062191,0,0.0,0.0,0.0,0.0,Training
mp-aaaaakrc,2D ZnO,2.6853,3.5809587781992707,142.4077262992574,8,17.800965787407176,2,17.800965787407176,1,0.0,0.025145818076430758,0.05617672725978855,1.5319530989765084,35.60193157481436,0.056176724103964036,0.25,0.25,1.0,2.1675,2.44,1.1875,4.0,0.372310298606579,0,0.0,0.0,0.0,0.0,Training
mp-aaaaaksv,2D ZnO,2.7269,6.225391852729176,215.30897722068136,15,14.353931814712091,2,14.353931814712091,1,0.0,0.028913758883116373,0.06966732271746255,2.5026716831029003,35.39983995555924,0.06966731786392703,0.06666666666666667,0.6,0.11111111111111112,2.5653333333333332,2.55,1.0733333333333333,4.3999999999999995,0.5820475651347611,0,0.0,0.0,0.0,0.0,Training
mp-aaaaaliu,Bulk ZnO,1.5335999999999999,3.130179246188947,283.6496830435417,22,12.893167411070078,1,12.893167411070078,0,0.0,0.011035370153078749,0.07756046036766727,3.348332512910963,36.127162182542655,0.07756045435204273,0.09090909090909091,0.36363636363636365,0.25,1.9081818181818182,2.51,1.3227272727272728,2.909090909090909,0.42381040806348297,0,0.0,0.0,0.0,0.0,Training
mp-aaaaalza,Bulk ZnO,1.0541,4.205231728947942,177.53224101112409,14,12.680874357937435,1,12.680874357937435,0,0.0,0.023687143839323497,0.07885891554268594,2.490972639077128,30.562711236760947,0.07885890932395788,0.2857142857142857,0.42857142857142855,0.6666666666666666,2.2114285714285713,2.51,1.157142857142857,3.4285714285714284,0.4421235698630743,0,0.0,0.0,0.0,0.0,Test
mp-aaaaamcu,2D ZnO,3.1053,3.9490870331578436,181.59026295780683,16,11.349391434862927,2,11.349391434862927,1,0.0,0.02174724001625257,0.08811045118491656,2.8254597838146194,28.598674344560763,0.08811044342146564,0.125,0.5,0.25,2.4225,2.46,0.9875,4.0,0.39687127611582296,0,0.0,0.0,0.0,0.0,Training
mp-aaaaamcx,2D ZnO,1.9791999999999996,3.4763287116539052,167.76202198412008,10,16.776202198412008,1,16.776202198412008,1,0.0,0.020721785959297544,0.0596082467398168,1.813157160252912,36.143231983247986,0.059608243186673925,0.2,0.4,0.5,2.0340000000000003,2.62,1.3900000000000001,3.2,0.514979285414688,0,0.0,0.0,0.0,0.0,Training
mp-aaaaamdr,Bulk ZnO,0.3047000000000004,10.989845413021458,112.81812775356885,10,11.281812775356885,1,11.281812775356885,0,0.0,0.09741205276005663,0.08863823748115394,2.0695394237814173,24.30592880967376,0.0886382296244175,0.1,0.6,0.16666666666666669,2.9130000000000003,1.79,0.9,4.3999999999999995,0.4082482904634095,0,0.0,0.0,0.0,0.0,Training
mp-aaaaameo,2D ZnO,4.6690000000000005,3.6462085141182756,203.43666854127073,18,11.302037141181707,1,11.302037141181707,1,0.0,0.017923064412444296,0.08847962429323984,3.060526141285181,29.619716574781283,0.08847961646459664,0.1111111111111111,0.6666666666666666,0.16666666666666666,2.963333333333333,1.79,0.7722222222222221,5.333333333333334,0.33866481427121103,0,0.0,0.0,0.0,0.0,Training
mp-aaaaamgr,Bulk ZnO,2.1264,5.970667060365747,103.48547026309927,10,10.348547026309927,1,10.348547026309927,0,0.0,0.05769570399773078,0.09663192305718099,2.1299702660457345,22.295268704908402,0.09663191371945334,0.2,0.6,0.33333333333333337,2.7960000000000003,1.79,0.88,4.8,0.39134489449325,0,0.0,0.0,0.0,0.0,Training
mp-aaaaamoi,Bulk ZnO,2.1576,5.310802151288555,121.82676206704514,12,10.152230172253761,0,10.152230172253761,0,0.0,0.04359306659045778,0.09850052481404717,2.420659359368466,23.242804943717093,0.09850051511169475,0.3333333333333333,0.6666666666666666,0.5,2.843333333333333,1.79,0.85,4.666666666666667,0.4159451654033622,0,0.0,0.0,0.0,0.0,Training
mp-aaaaanaw,2D ZnO,3.9629000000000003,3.643227862521663,744.5399220530396,52,14.318075424096916,2,14.318075424096916,1,0.0,0.004893260595718769,0.06984178881450982,5.737297194933834,53.4423762645926,0.0698417839366347,0.15384615384615385,0.6153846153846154,0.25,2.780769230769231,2.49,0.8846153846153847,4.923076923076923,0.4808231756846479,0,0.0,0.0,0.0,0.0,Training
mp-aaaaanvz,Bulk ZnO,0.6074999999999999,5.704576521560512,217.2853685254343,16,13.580335532839644,2,13.580335532839644,0,0.0,0.026253845623722998,0.07363588311804402,2.6613979723726455,34.220301204919956,0.07363587769580113,0.125,0.5,0.25,2.64625,1.79,1.00625,4.25,0.42920108574756266,0,0.0,0.0,0.0,0.0,Training
mp-aaaaanzp,2D ZnO,0.7734999999999994,5.309931886177818,145.0628637623755,9,16.118095973597278,3,16.118095973597278,1,0.0,0.03660435033790528,0.062042067601413925,1.7128674659354808,33.526990693077735,0.062042063752196015,0.1111111111111111,0.2222222222222222,0.5,2.154444444444444,2.49,1.25,3.7777777777777777,0.38873012632270904,0,0.0,0.0,0.0,0.0,Training
mp-aaaaaocc,2D ZnO,1.2317999999999998,5.903077759401623,144.3770400453106,8,18.047130005663824,2,18.047130005663824,1,0.0,0.04088654094549265,0.055410472451085845,1.5249558689183236,36.094260011327655,0.05541046938076555,0.25,0.25,1.0,2.105,2.3,1.2,3.75,0.38301617314239406,0,0.0,0.0,0.0,0.0,Training
mp-aaaaaokn,Bulk ZnO,2.489101827491173,7.192908812620395,822.8002675570845,54,15.23704199179786,3,15.23704199179786,0,0.0,0.008741986477442855,0.06562953626683596,5.762739017642667,57.59240983079469,0.06562953195960021,0.1111111111111111,0.5555555555555556,0.19999999999999998,2.484074074074074,2.55,1.125925925925926,4.222222222222222,0.5575924733557098,0,0.0,0.0,0.0,0.0,Training
mp-aaaaaonk,2D ZnO,3.5766,4.456983347814769,93.45393807406116,10,9.345393807406115,1,9.345393807406115,1,0.0,0.047691766015067895,0.10700458649559655,2.2036069377845866,20.13404061068488,0.10700457504561625,0.2,0.6,0.33333333333333337,2.904,1.79,0.77,4.8,0.37996724255347525,0,0.0,0.0,0.0,0.0,Training
mp-aaaaaooj,Bulk ZnO,2.4838,6.948915827725079,839.9949022349105,54,15.555461152498342,3,15.555461152498342,0,0.0,0.008272569046831865,0.06428610442316532,5.723146675427449,58.795958840563884,0.06428610029046236,0.1111111111111111,0.5555555555555556,0.19999999999999998,2.47962962962963,2.55,1.125925925925926,4.222222222222222,0.5575924733557098,0,0.0,0.0,0.0,0.0,Test
mp-aaaaaphe,2D ZnO,3.9901999999999997,5.202513796151015,180.5979308889308,11,16.417993717175527,1,16.417993717175527,1,0.0,0.0288071616908535,0.06090878198801231,1.9460549318524725,36.51329115409048,0.060908778278132805,0.09090909090909091,0.7272727272727273,0.125,2.9972727272727275,1.79,0.8045454545454546,4.909090909090908,0.41516775301358205,0,0.0,0.0,0.0,0.0,Training
mp-aaaaaqnm,Bulk ZnO,4.778899999999999,4.701312519571826,212.4484815897116,16,13.278030099356975,3,13.278030099356975,0,0.0,0.0221291886126594,0.07531237634778579,2.681444251303722,33.458539246635134,0.07531237067583219,0.125,0.375,0.3333333333333333,2.92125,3.09,0.875,5.0,0.624663174544299,0,0.0,0.0,0.0,0.0,Test
mp-aaaaasba,2D ZnO,3.6458999999999997,3.578884997561455,1278.4147132103458,76,16.82124622645192,2,16.82124622645192,1,0.0,0.0027994710641073466,0.0594486274404253,7.002551940944375,71.25183148256367,0.0594486239062862,0.10526315789473684,0.631578947368421,0.16666666666666666,2.7736842105263158,2.62,0.981578947368421,4.421052631578947,0.5553546664684688,0,0.0,0.0,0.0,0.0,Training
mp-aaaaascn,Bulk ZnO,4.6601,3.0323377621535643,966.6362566420729,96,10.069127673354926,1,10.069127673354926,0,0.0,0.0031369998190295292,0.09931346909486655,9.709202062813766,46.10509543110912,0.0993134592317024,0.08333333333333333,0.5833333333333334,0.14285714285714285,2.8241666666666667,1.79,0.7458333333333333,4.666666666666667,0.2889407942115847,0,0.0,0.0,0.0,0.0,Training
mp-aaaaasgc,Bulk ZnO,2.4804,4.611811473627083,249.712797959917,20,12.48563989799585,2,12.48563989799585,0,0.0,0.01846846261506931,0.08009201035507331,3.1760187820633976,33.89124089358017,0.0800920039403437,0.1,0.6,0.16666666666666669,2.731,2.44,0.925,4.8,0.4575476919737645,0,0.0,0.0,0.0,0.0,Training
mp-aaaaasnd,2D ZnO,1.3049,4.9738584557060355,134.40133490239887,8,16.80016686279986,2,16.80016686279986,1,0.0,0.037007507844457124,0.05952321832078181,1.5617881605341433,33.600333725599725,0.05952321477776849,0.25,0.25,1.0,2.125,2.2199999999999998,1.1875,3.75,0.372310298606579,0,0.0,0.0,0.0,0.0,Test
mp-aaaaasnk,2D ZnO,0.18540000000000045,6.794906468059356,169.80028933757657,8,21.22503616719707,2,21.22503616719707,1,0.0,0.04001704881992597,0.04711417177915027,1.444698355216573,42.45007233439415,0.047114169559405186,0.25,0.25,1.0,2.07,2.3,1.3125,3.75,0.3443090949049799,0,0.0,0.0,0.0,0.0,Test
mp-aaaaatnr,Bulk ZnO,1.0627999999999997,6.146977544567797,680.464328388086,60,11.341072139801433,1,11.341072139801433,0,0.0,0.009033504458828914,0.08817508500721949,6.821545746485957,44.39879633627036,0.08817507723237457,0.3,0.6,0.5,2.769,1.79,0.905,4.8,0.41303654566950315,0,0.0,0.0,0.0,0.0,Training
mp-aaaaatny,2D ZnO,1.1635000000000009,5.728011252352574,146.8564253998825,8,18.357053174985314,2,18.357053174985314,1,0.0,0.03900415822294117,0.05447497430375559,1.516325141992252,36.714106349970635,0.05447497133623293,0.25,0.25,1.0,2.1025,2.31,1.2,3.75,0.38301617314239406,0,0.0,0.0,0.0,0.0,Training
mp-aaaaatsw,Bulk ZnO,1.0809999999999995,6.556764836010602,117.57007878380284,10,11.757007878380284,1,11.757007878380284,0,0.0,0.05576899244975161,0.08505565449512703,2.0412728703569827,25.329705624160646,0.0850556472606633,0.2,0.6,0.33333333333333337,2.786,1.79,0.92,4.8,0.42738267937643765,0,0.0,0.0,0.0,0.0,Training
mp-aaaaauhy,Bulk ZnO,4.7991,3.4579136816391687,1539.3871046103936,116,13.270578488020634,4,13.270578488020634,0,0.0,0.00224629248308166,0.0753546652772297,10.04635933565138,64.72059749891851,0.07535465959890456,0.034482758620689655,0.5862068965517241,0.05882352941176471,2.6334482758620688,2.51,0.9482758620689655,4.655172413793103,0.5048852254805574,0,0.0,0.0,0.0,0.0,Test
mp-aaaaaule,Bulk ZnO,3.4985,3.9935073017466602,1213.3188586182575,104,11.666527486714015,3,11.666527486714015,0,0.0,0.0032913914371153147,0.08571530827307546,9.75083236122155,54.86382152951667,0.08571530092596201,0.15384615384615385,0.5384615384615384,0.28571428571428575,2.5138461538461536,2.51,1.0,4.153846153846154,0.4653369333483303,0,0.0,0.0,0.0,0.0,Test
mp-aaaaauuz,Bulk ZnO,3.0984,4.134108856712046,1315.222654570566,104,12.646371678563135,3,12.646371678563135,0,0.0,0.003143276799822062,0.07907406372494176,9.492200702107247,59.47170480322977,0.0790740574722347,0.15384615384615385,0.5384615384615384,0.28571428571428575,2.522307692307692,2.51,1.0115384615384615,4.153846153846154,0.46415873840885913,0,0.0,0.0,0.0,0.0,Training
mp-aaaaauxy,2D ZnO,3.1156,5.007411145143341,106.96230133551445,10,10.696230133551445,1,10.696230133551445,1,0.0,0.0468147289523654,0.09349088300402641,2.1066372241665525,23.044329252287604,0.09349087426348203,0.2,0.6,0.33333333333333337,2.702,1.9,0.91,4.3999999999999995,0.4175824175819587,0,0.0,0.0,0.0,0.0,Training
mp-aaaaavcm,Bulk ZnO,3.0297,3.4762981418477916,1567.5103050667738,112,13.99562772381048,2,13.99562772381048,0,0.0,0.00221771948204175,0.07145088592909056,9.641572866432146,67.46290778163643,0.07145088082386182,0.07142857142857142,0.6428571428571429,0.11111111111111109,2.9364285714285714,1.79,0.8107142857142857,5.214285714285715,0.3929604313404613,0,0.0,0.0,0.0,0.0,Test
mp-aaaaavft,Bulk ZnO,4.3419,4.104586863234161,304.77646340442004,22,13.85347560929182,2,13.85347560929182,0,0.0,0.013467532293619475,0.07218405172845425,3.2691050192049778,38.81798352351079,0.07218404651791731,0.09090909090909091,0.6363636363636364,0.14285714285714288,2.8181818181818183,2.55,0.8818181818181818,5.090909090909092,0.5309528569815872,0,0.0,0.0,0.0,0.0,Training
mp-aaaaavln,Bulk ZnO,3.5116,2.9375005929373397,193.3885738258328,22,8.790389719356035,1,8.790389719356035,0,0.0,0.015189628501955214,0.11376059900939839,3.8043378422563285,24.631017725424385,0.11376058606792598,0.09090909090909091,0.36363636363636365,0.25,1.9354545454545455,2.46,1.1318181818181818,2.909090909090909,0.3560507672173802,0,0.0,0.0,0.0,0.0,Training
mp-aaaaavnc,Bulk ZnO,3.9,3.262801574297243,2305.3284102849716,168,13.722192918362927,3,13.722192918362927,0,0.0,0.0014153304838220053,0.07287464955122502,12.717400475085055,75.71697959087459,0.07287464424051086,0.14285714285714285,0.5714285714285714,0.25,2.6419047619047618,2.62,0.9547619047619047,4.571428571428571,0.5092535549345645,0,0.0,0.0,0.0,0.0,Training
mp-aaaaavqq,Bulk ZnO,1.3215,6.456458310095277,119.39662912889759,10,11.939662912889759,1,11.939662912889759,0,0.0,0.05407571685399131,0.08375445833738114,2.030810084910234,25.72322396681683,0.08375445132257243,0.2,0.6,0.33333333333333337,2.786,1.79,0.92,4.8,0.42738267937643765,0,0.0,0.0,0.0,0.0,Training
