material_id,structure_type,band_gap,density,volume,nsites,avg_atomic_volume,dopant_count,volume_per_site,structural_factor,doping_structural_coupling,density_volume_ratio,compactness,coordination_factor,dimensional_factor,confinement_parameter,Zn_fraction,O_fraction,Zn_O_ratio,avg_electronegativity,electronegativity_difference,avg_atomic_radius,avg_valence_electrons,ionic_radius_mismatch,is_mg,mg_lattice_strain,mg_electronegativity_diff,mg_size_mismatch,mg_bond_energy_diff,dataset_split
mp-aaafyiwa,Bulk ZnO,1.1356,2.782807887309626,1474.0127073478827,108,13.648265808776692,4,13.648265808776692,0,0.0,0.001887913091547625,0.07326938191348363,9.489791696150885,64.9958145071812,0.0732693765450817,0.027777777777777776,0.6666666666666666,0.041666666666666664,2.9113888888888884,2.51,0.8263888888888888,5.166666666666666,0.4352486917014414,0,0.0,0.0,0.0,0.0,Training
mp-aaafyiwi,2D ZnO,3.1156,3.0622562293947446,1813.833931296497,120,15.115282760804142,4,15.115282760804142,1,0.0,0.001688278169548795,0.06615820661940429,9.839704860243693,74.55498570322877,0.06615820224249627,0.05,0.6,0.08333333333333334,2.694,2.51,0.9500000000000001,4.75,0.517023229062311,0,0.0,0.0,0.0,0.0,Training
mp-aaafyiwk,Bulk ZnO,3.4841999999999995,3.3506958438412755,1559.0133391017246,120,12.991777825847704,4,12.991777825847704,0,0.0,0.0021492412924265843,0.07697175963173082,10.348990041078908,64.08095868224896,0.07697175370707951,0.08333333333333333,0.6,0.1388888888888889,2.714,2.51,0.9166666666666667,4.75,0.4862064316875706,0,0.0,0.0,0.0,0.0,Training
mp-aaafyiwm,Bulk ZnO,2.0644,2.9781614768002687,1485.9530190467526,111,13.38696413555633,4,13.38696413555633,0,0.0,0.002004209714995415,0.07469953529971435,9.727202398968988,64.33635114894365,0.0746995297196942,0.08108108108108109,0.6486486486486487,0.125,2.8900000000000006,2.51,0.8445945945945946,5.135135135135135,0.4520672516335552,0,0.0,0.0,0.0,0.0,Training
mp-aaafyiwr,Bulk ZnO,3.9289999999999994,3.3158783169696187,1530.8528651611598,111,13.791467253704143,4,13.791467253704143,0,0.0,0.002166033321968236,0.07250860126803534,9.631157721468282,66.2803508778201,0.07250859601053847,0.08108108108108109,0.6486486486486487,0.125,2.883513513513514,2.51,0.8486486486486488,5.135135135135135,0.4577021490569186,0,0.0,0.0,0.0,0.0,Training
mp-aaafyiwz,Bulk ZnO,4.2364,2.9647840257264,1563.7857317524001,120,13.031547764603335,4,13.031547764603335,0,0.0,0.0018959016990160293,0.07673685567237291,10.338451561513367,64.27712088855799,0.07673684978382835,0.05,0.6,0.08333333333333334,2.702,2.51,0.9275000000000001,4.75,0.4950991645842744,0,0.0,0.0,0.0,0.0,Training
mp-aaafyixc,Bulk ZnO,3.272,3.3553342699448274,1589.2125456126398,120,13.243437880105331,4,13.243437880105331,0,0.0,0.002111318765515628,0.07550909431924986,10.283017725855156,65.3222528111226,0.07550908861762698,0.05,0.6,0.08333333333333334,2.723,2.51,0.925,4.8,0.49260417689132807,0,0.0,0.0,0.0,0.0,Training
mp-aaafyixh,Bulk ZnO,2.7079999999999997,3.6854764403163647,1501.326078569252,108,13.901167394159742,4,13.901167394159742,0,0.0,0.002454814109289692,0.07193640445047278,9.431890409416875,66.20018323522564,0.07193639927562687,0.05555555555555555,0.6666666666666666,0.08333333333333333,2.9066666666666663,2.51,0.8222222222222222,5.166666666666667,0.43626887722535945,0,0.0,0.0,0.0,0.0,Training
mp-aaafyixq,Bulk ZnO,3.2298,3.0014017411271383,3089.83626451324,222,13.918181371681262,4,13.918181371681262,0,0.0,0.0009713788965448519,0.07184846736044538,15.241971752677365,84.27526945194913,0.07184846219824349,0.08108108108108109,0.6486486486486487,0.125,2.8856756756756763,2.51,0.8500000000000001,5.135135135135135,0.45779510522153094,0,0.0,0.0,0.0,0.0,Training
mp-aaafyixr,Bulk ZnO,1.6502999999999999,3.1392540765432626,3041.3879133068144,222,13.6999455554361,4,13.6999455554361,0,0.0,0.001032178125916875,0.0729929908081425,15.322479038021667,82.95384090270288,0.0729929854801662,0.08108108108108109,0.6486486486486487,0.125,2.902702702702703,2.51,0.8472972972972974,5.1891891891891895,0.45388463114598326,0,0.0,0.0,0.0,0.0,Training
mp-aaafyiye,Bulk ZnO,3.04,3.3418939936549465,1611.5077143699789,120,13.429230953083158,4,13.429230953083158,0,0.0,0.002073768536045429,0.07446442789565805,10.23537557232855,66.23866305093235,0.07446442235070744,0.075,0.6,0.125,2.71275,2.51,0.925,4.75,0.487835966155948,0,0.0,0.0,0.0,0.0,Training
mp-aaafyiyg,Bulk ZnO,3.8143,3.008182918951401,1686.7892108372257,120,14.056576756976881,4,14.056576756976881,0,0.0,0.0017833780887526018,0.07114107632953075,10.080783968198434,69.33299864361886,0.07114107126847836,0.05,0.6,0.08333333333333334,2.6950000000000003,2.51,0.9375000000000001,4.75,0.5073328953124542,0,0.0,0.0,0.0,0.0,Training
mp-aaafyiym,Bulk ZnO,1.8231,2.8530901672671316,1443.977623499795,108,13.370163180553659,4,13.370163180553659,0,0.0,0.0019758548337833965,0.07479340278018881,9.555137354604394,63.671433293392106,0.07479339718613613,0.027777777777777776,0.6666666666666666,0.041666666666666664,2.905833333333333,2.51,0.8208333333333333,5.166666666666667,0.433913665172904,0,0.0,0.0,0.0,0.0,Training
mp-aaafyiyn,Bulk ZnO,1.1353000000000002,2.999608350415517,1546.2083965663103,108,14.31674441265102,4,14.31674441265102,0,0.0,0.0019399767567404207,0.06984828192618622,9.339731968653762,68.17924542420623,0.06984827704740408,0.05555555555555555,0.6666666666666666,0.08333333333333333,2.9177777777777774,2.51,0.8277777777777777,5.166666666666666,0.43753036276474994,0,0.0,0.0,0.0,0.0,Test
mp-aaafyiyq,Bulk ZnO,1.8112999999999997,3.0927676794632566,1590.402139530631,114,13.950895960795009,4,13.950895960795009,0,0.0,0.0019446450696903694,0.07167998405336927,9.766430582943805,67.64521016396579,0.07167997891534952,0.03508771929824561,0.631578947368421,0.05555555555555555,2.7764912280701752,2.51,0.8859649122807017,4.842105263157895,0.4721454036912034,0,0.0,0.0,0.0,0.0,Training
mp-aaafyizj,Bulk ZnO,2.1629,3.046589176733864,1511.2364179022195,111,13.6147425036236,4,13.6147425036236,0,0.0,0.002015958019965467,0.0734497916309359,9.67265078448068,65.43103019071283,0.07344978623606442,0.09009009009009009,0.6486486486486487,0.13888888888888887,2.8920720720720725,2.51,0.8450450450450451,5.135135135135135,0.4527052158382717,0,0.0,0.0,0.0,0.0,Test
mp-aaafyizx,2D ZnO,3.4208000000000003,2.9402870645791626,1719.650567954673,120,14.330421399622276,4,14.330421399622276,1,0.0,0.001709816586794314,0.06978161856610568,10.016158234921727,70.68371657198443,0.06978161369663173,0.05,0.6,0.08333333333333334,2.7,2.51,0.9425,4.75,0.5058669084588837,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjab,Bulk ZnO,2.6644,3.0497574474810367,1623.3297989994696,120,13.52774832499558,4,13.52774832499558,0,0.0,0.0018787047766638289,0.07392213219640355,10.210468246843467,66.72459251521579,0.07392212673192233,0.075,0.6,0.125,2.7135,2.51,0.925,4.75,0.487835966155948,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjad,Bulk ZnO,1.2711,3.0423551880657898,1556.2857964632385,120,12.96904830386032,4,12.96904830386032,0,0.0,0.0019548820627803332,0.07710666014732503,10.3550323839724,63.96884703911086,0.07710665420188846,0.075,0.6,0.125,2.71875,2.51,0.92125,4.75,0.4848178956437536,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjar,Bulk ZnO,2.7135,3.2797722594236816,1556.6907218787815,120,12.97242268232318,4,12.97242268232318,0,0.0,0.0021068875232103266,0.07708660321118321,10.354134457932629,63.98549090492779,0.07708659726883929,0.075,0.6,0.125,2.72425,2.51,0.9175000000000001,4.8,0.4867479630207635,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjas,2D ZnO,3.8256,2.974978826314944,3523.105466622132,222,15.869844444243839,4,15.869844444243839,1,0.0,0.0008444194630276798,0.06301258991626163,14.58963497991039,96.09268488341378,0.0630125859456754,0.05405405405405406,0.6486486486486487,0.08333333333333333,2.864594594594595,2.51,0.8770270270270271,5.135135135135135,0.5049158746787887,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjaw,Bulk ZnO,3.8971999999999998,3.1450855725772153,1579.8191180864162,120,13.165159317386802,4,13.165159317386802,0,0.0,0.0019907883988559117,0.07595806293656714,10.303358022466997,64.93614973804725,0.07595805716694026,0.075,0.6,0.125,2.7085,2.51,0.92,4.75,0.4889492418013156,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjax,Bulk ZnO,3.5841999999999996,2.9836767549427665,1487.8622098808692,120,12.398851749007243,4,12.398851749007243,0,0.0,0.002005344806211366,0.08065262979534121,10.511394641514793,61.15639578247027,0.08065262329049505,0.05,0.6,0.08333333333333334,2.7195,2.51,0.915,4.8,0.48202173092844297,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjay,Bulk ZnO,4.0962000000000005,3.0644463686082433,1454.4891720726516,120,12.12074310060543,4,12.12074310060543,0,0.0,0.0021068884027795115,0.08250319239503147,10.591181613506892,59.784645969141714,0.08250318558825527,0.05,0.6,0.08333333333333334,2.7145,2.51,0.91,4.8,0.48295421853454035,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjaz,Bulk ZnO,2.2298999999999998,3.120642798121124,1522.980567081643,120,12.691504725680357,4,12.691504725680357,0,0.0,0.0020490365179779966,0.07879286354253733,10.429971589155238,62.59988439179025,0.07879285733422248,0.075,0.6,0.125,2.71375,2.51,0.91625,4.75,0.4858573014616651,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjbb,Bulk ZnO,0.6362000000000001,3.3301147278479246,1549.6860417997793,108,14.348944831479438,4,14.348944831479438,0,0.0,0.0021488963816053896,0.06969153563167584,9.332740315696654,68.33259036037236,0.06969153077476603,0.027777777777777776,0.6666666666666666,0.041666666666666664,2.9463888888888885,2.51,0.8305555555555555,5.333333333333333,0.44130685079351273,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjbg,Bulk ZnO,1.5133,2.965950069246816,2981.123681521099,222,13.428485051896843,4,13.428485051896843,0,0.0,0.000994910103070081,0.07446856411094152,15.425040380038215,81.31013426672811,0.0744685585653749,0.08108108108108109,0.6486486486486487,0.125,2.891351351351352,2.51,0.845945945945946,5.135135135135135,0.4522008431970141,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjbj,Bulk ZnO,2.8053,3.9378834606360638,1525.2054447088294,111,13.740589591971435,4,13.740589591971435,0,0.0,0.0025818708386448415,0.07277708087462968,9.64303026473969,66.03583815053352,0.07277707557812657,0.036036036036036036,0.6486486486486487,0.05555555555555555,2.821621621621622,2.51,0.8531531531531532,4.972972972972974,0.45906362359637715,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjbs,Bulk ZnO,1.7911000000000001,3.2416388367519677,1625.2072093499107,123,13.213066742682201,3,13.213066742682201,0,0.0,0.0019946003304087212,0.07568265713588637,10.461698458786472,65.71108919100647,0.07568265140802222,0.024390243902439025,0.5853658536585366,0.04166666666666667,2.6078048780487806,2.51,0.9585365853658537,4.463414634146341,0.4898598841868002,0,0.0,0.0,0.0,0.0,Test
mp-aaafyjdb,Bulk ZnO,3.1117,2.7877052215617133,1721.4285888004129,126,13.662131657146134,4,13.662131657146134,0,0.0,0.0016194138053117505,0.0731950200082385,10.513343994906823,68.49233642398501,0.07319501465072795,0.047619047619047616,0.5714285714285714,0.08333333333333333,2.6052380952380947,2.51,0.9833333333333334,4.571428571428571,0.508313130139827,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjdi,Bulk ZnO,1.5165000000000002,3.2096621610572664,1330.9335231370987,102,13.048367873893126,3,13.048367873893126,0,0.0,0.00241158713433852,0.07663793737765295,9.272881653479901,60.9662640753387,0.07663793150427996,0.029411764705882353,0.7058823529411765,0.041666666666666664,3.086470588235294,1.79,0.75,5.647058823529411,0.3253956867275504,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjdv,Bulk ZnO,2.4013,3.129764340725305,1565.3111461987262,111,14.101902218006542,4,14.101902218006542,0,0.0,0.0019994518970402587,0.07091241908649122,9.559960243457338,67.77226888626699,0.0709124140579204,0.018018018018018018,0.6486486486486487,0.027777777777777776,2.812252252252253,2.51,0.8603603603603605,4.918918918918919,0.46118373952172514,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjef,Bulk ZnO,1.4618000000000002,3.133152209470116,3203.225611452885,246,13.021242322979207,4,13.021242322979207,0,0.0,0.0009781241128529233,0.07679758775668066,16.6880630159509,81.58884594019302,0.07679758185881164,0.08130081300813008,0.5853658536585366,0.1388888888888889,2.66869918699187,2.51,0.9443089430894309,4.634146341463414,0.4895252234787246,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjem,Bulk ZnO,2.3779999999999997,4.084346194224071,1612.0332725065834,123,13.105961565094175,3,13.105961565094175,0,0.0,0.002533661223923274,0.07630115463357949,10.490119710906708,65.17843481073527,0.07630114881171374,0.024390243902439025,0.5853658536585366,0.04166666666666667,2.600487804878049,2.51,0.9585365853658537,4.463414634146341,0.4898598841868002,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjfe,Bulk ZnO,3.7121,3.2161068016455228,1576.1660418859542,126,12.509254300682176,3,12.509254300682176,0,0.0,0.0020404619286159124,0.07994081629194046,10.826877498505217,62.71261875355682,0.07994080990140687,0.09523809523809523,0.5714285714285714,0.16666666666666666,2.6314285714285712,2.51,0.9571428571428571,4.571428571428571,0.493553903396095,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjfy,Bulk ZnO,3.3033,3.142206244332584,1607.5374318869046,126,12.758233586404005,3,12.758233586404005,0,0.0,0.0019546706546324753,0.07838075649168741,10.755984812598527,63.96082609251501,0.0783807503481449,0.09523809523809523,0.5714285714285714,0.16666666666666666,2.636190476190476,2.51,0.9619047619047618,4.571428571428571,0.4920577918318015,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjgr,Bulk ZnO,1.5634,3.8156256346857678,3136.4193731156497,222,14.128015194214639,4,14.128015194214639,0,0.0,0.0012165546697587859,0.07078135083047588,15.16613550163224,85.54582351802225,0.0707813458204766,0.036036036036036036,0.6486486486486487,0.05555555555555555,2.8283783783783787,2.51,0.8599099099099099,4.972972972972974,0.4593215883550992,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjha,2D ZnO,4.2221,3.771231833805096,1552.2141756520164,102,15.217786035804082,3,15.217786035804082,1,0.0,0.0024295821368987103,0.06571258116306941,8.809466802663763,71.10249887705092,0.06571257684492637,0.029411764705882353,0.7058823529411765,0.041666666666666664,3.023823529411765,2.1399999999999997,0.776470588235294,5.470588235294118,0.3933197340876022,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjhg,Bulk ZnO,1.5099000000000002,3.3019866762334766,1502.2338878424184,102,14.727783214141358,3,14.727783214141358,0,0.0,0.0021980509845746796,0.06789888101013176,8.906101770476933,68.81304461642104,0.06789887639987403,0.029411764705882353,0.7058823529411765,0.041666666666666664,3.0820588235294117,1.79,0.7676470588235293,5.647058823529411,0.3694289351716613,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjhh,Bulk ZnO,3.8850000000000002,2.859829875479017,1684.274885790697,126,13.367260998338866,4,13.367260998338866,0,0.0,0.0016979591037103456,0.07480964126639474,10.590087638581698,67.01406195910488,0.07480963566991272,0.047619047619047616,0.5714285714285714,0.08333333333333333,2.6004761904761904,2.51,0.9785714285714284,4.571428571428571,0.5101140207193664,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjhn,Bulk ZnO,4.1162,3.015014994382171,1545.4614816778462,126,12.265567314903542,4,12.265567314903542,0,0.0,0.0019508832993423355,0.08152904585056808,10.89810906772002,61.49094329097504,0.0815290392035833,0.047619047619047616,0.5714285714285714,0.08333333333333333,2.615238095238095,2.51,0.9642857142857142,4.571428571428571,0.49712479216429983,1,23.0,15.5,23.0,6700.0,Training
mp-aaafyjhx,Bulk ZnO,3.1216999999999997,4.094944092693727,1553.3834816512567,111,13.994445780641952,4,13.994445780641952,0,0.0,0.0026361449964311294,0.07145692052937648,9.584366619171435,67.2558444738686,0.07145691542328536,0.018018018018018018,0.6486486486486487,0.027777777777777776,2.8032432432432435,2.51,0.8603603603603605,4.918918918918919,0.46118373952172514,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjhz,Bulk ZnO,2.724,2.8222818534205203,1608.8506537448052,102,15.77304562494907,3,15.77304562494907,0,0.0,0.0017542223989848275,0.06339929673558076,8.704856069263675,73.69685420710779,0.0633992927161102,0.029411764705882353,0.7058823529411765,0.041666666666666664,3.0294117647058822,2.11,0.7794117647058824,5.470588235294118,0.39518281253336157,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjib,Bulk ZnO,1.0030000000000001,3.0406125678513876,3166.5529031894093,222,14.26375181616851,4,14.26375181616851,0,0.0,0.0009602279389644264,0.07010778180159175,15.11787412825908,86.36771540778702,0.07010777688649103,0.036036036036036036,0.6486486486486487,0.05555555555555555,2.835585585585586,2.51,0.8599099099099099,4.972972972972974,0.4593215883550992,0,0.0,0.0,0.0,0.0,Test
mp-aaafyjie,Bulk ZnO,0.4457,3.140348322192072,1357.4592513485168,102,13.308424032828595,3,13.308424032828595,0,0.0,0.0023134015397312377,0.07514037706743089,9.212084321023884,62.18133193771862,0.07514037142135506,0.029411764705882353,0.7058823529411765,0.041666666666666664,3.0894117647058823,1.79,0.7529411764705882,5.647058823529411,0.32886820593470684,0,0.0,0.0,0.0,0.0,Test
mp-aaafyjif,Bulk ZnO,0.4103999999999999,3.241338147450028,1527.5802681858438,102,14.9762771390769,3,14.9762771390769,0,0.0,0.0021218774652669776,0.06677226861612669,8.856568618437034,69.97408992071912,0.06677226415759112,0.029411764705882353,0.7058823529411765,0.041666666666666664,3.085,1.79,0.7705882352941176,5.647058823529411,0.3717800202097747,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjim,Bulk ZnO,1.7451,2.6896910261646205,1447.2539913917144,102,14.188764621487396,3,14.188764621487396,0,0.0,0.0018584789139729017,0.07047829932181726,9.017481356627675,66.29457256084632,0.07047829435462695,0.029411764705882353,0.7058823529411765,0.041666666666666664,3.047941176470588,1.9,0.7661764705882352,5.470588235294118,0.3604819103369145,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjiv,Bulk ZnO,1.0902,2.9012694379103245,1526.5012773986632,102,14.96569879802611,3,14.96569879802611,0,0.0,0.0019006007272096275,0.06681946586629782,8.85865484996435,69.92466443392918,0.0668194614014571,0.058823529411764705,0.7058823529411765,0.08333333333333333,3.054705882352941,1.8399999999999999,0.7676470588235293,5.470588235294118,0.3646696519054826,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjjl,Bulk ZnO,2.0689,3.137114912609974,1541.7065125219135,111,13.889247860557779,4,13.889247860557779,0,0.0,0.002034832756513626,0.07199813913896422,9.608503288866462,66.75027425958099,0.07199813395523255,0.036036036036036036,0.6486486486486487,0.05555555555555555,2.8288288288288292,2.51,0.8531531531531532,4.972972972972974,0.45906362359637715,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjjp,Bulk ZnO,1.367,3.077973837598131,3174.5733633694826,222,14.29988001517785,4,14.29988001517785,0,0.0,0.0009695708636360442,0.06993065668653184,15.105131779338889,86.58647342113787,0.06993065179623545,0.018018018018018018,0.6486486486486487,0.027777777777777776,2.8163063063063065,2.51,0.8644144144144145,4.918918918918919,0.46123304237375906,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjjr,2D ZnO,3.4156,2.860012119142717,1590.7562279738847,102,15.595649293861616,3,15.595649293861616,1,0.0,0.001797894654660858,0.06412044674495188,8.737736847563957,72.86800023306306,0.06412044263352044,0.029411764705882353,0.7058823529411765,0.041666666666666664,3.026470588235294,2.11,0.776470588235294,5.470588235294118,0.3933197340876022,0,0.0,0.0,0.0,0.0,Test
mp-aaafyjkc,Bulk ZnO,2.6967,3.575528643527801,1486.4715742008761,102,14.57325072745957,3,14.57325072745957,0,0.0,0.002405379763450907,0.06861887019591005,8.937470792814908,68.09101803943355,0.06861886548736104,0.058823529411764705,0.7058823529411765,0.08333333333333333,3.0458823529411765,1.94,0.7647058823529411,5.470588235294118,0.3621516894251678,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjkd,Bulk ZnO,1.5815000000000001,3.501857444218135,1515.1872085559455,102,14.854776554470055,3,14.854776554470055,0,0.0,0.0023111714674225584,0.06731841413656828,8.880649709807908,69.4063992487486,0.0673184096047997,0.058823529411764705,0.7058823529411765,0.08333333333333333,3.0488235294117647,1.94,0.7676470588235293,5.470588235294118,0.3646696519054826,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjkr,Bulk ZnO,1.968,4.023967282559797,3154.89164679234,222,14.21122363419973,4,14.21122363419973,0,0.0,0.001275469249998195,0.07036691742669297,15.1364776877563,86.04965469489481,0.07036691247519025,0.018018018018018018,0.6486486486486487,0.027777777777777776,2.8072972972972976,2.51,0.8644144144144145,4.918918918918919,0.46123304237375906,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjks,Bulk ZnO,2.1127,3.2782125269743987,3306.09999074748,246,13.439430856697074,4,13.439430856697074,0,0.0,0.0009915648456334872,0.07440791285455996,16.513144413398397,84.2091427602015,0.07440790731802288,0.04878048780487805,0.5853658536585366,0.08333333333333334,2.6758536585365853,2.51,0.9524390243902439,4.682926829268292,0.49470399254976927,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjkz,Bulk ZnO,1.9888,2.9635168987320144,1497.458506353019,102,14.680965748559009,3,14.680965748559009,0,0.0,0.00197903106240286,0.06811540992105057,8.915558883754045,68.59429802699185,0.06811540528134183,0.058823529411764705,0.7058823529411765,0.08333333333333333,3.051764705882353,1.8399999999999999,0.7647058823529411,5.470588235294118,0.3621516894251678,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjmh,Bulk ZnO,3.3381999999999996,2.9170522747523053,1591.2246103077493,126,12.6287667484742,4,12.6287667484742,0,0.0,0.0018332121410491102,0.07918429565743776,10.792615773868153,63.311770261275136,0.07918428938728558,0.047619047619047616,0.5714285714285714,0.08333333333333333,2.6199999999999997,2.51,0.9690476190476189,4.571428571428571,0.49553542863651007,1,23.0,15.5,23.0,6700.0,Training
mp-aaafyjml,Bulk ZnO,2.1418000000000004,2.718787747067773,1435.0580191905385,102,14.069196266573908,3,14.069196266573908,0,0.0,0.0018945490082702978,0.07107726561295014,9.04295462749352,65.73590990118184,0.07107726056097281,0.029411764705882353,0.7058823529411765,0.041666666666666664,3.045,1.9,0.763235294117647,5.470588235294118,0.35786836282413476,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjmq,2D ZnO,3.1986,3.72576868814472,1568.7520926946038,102,15.379922477398077,3,15.379922477398077,1,0.0,0.0023749888242348516,0.06501983358300885,8.778400663944536,71.86005363102385,0.06501982935543035,0.029411764705882353,0.7058823529411765,0.041666666666666664,3.026764705882353,2.1399999999999997,0.7794117647058824,5.470588235294118,0.39518281253336157,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjmx,Bulk ZnO,2.1247,3.2270697272451643,1548.3542817504963,114,13.582055103074529,4,13.582055103074529,0,0.0,0.0020841933692312274,0.07362656037035463,9.854049469418053,65.85677181508304,0.07362655494948464,0.08771929824561403,0.631578947368421,0.1388888888888889,2.831052631578947,2.51,0.8728070175438596,5.0,0.4679349928093871,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjnb,Bulk ZnO,3.0721999999999996,3.2125294161733104,1452.0853993439546,114,12.737591222315391,4,12.737591222315391,0,0.0,0.0022123557041650002,0.07850777926112656,10.06717145358145,61.76212894409034,0.07850777309765565,0.05263157894736842,0.631578947368421,0.08333333333333333,2.8394736842105264,2.51,0.8657894736842104,5.052631578947368,0.4643000161955436,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjng,Bulk ZnO,2.6982,3.703704911322757,1531.966405021448,117,13.093729957448273,3,13.093729957448273,0,0.0,0.002417614968045532,0.0763724319387813,10.149300576457842,64.04108291888966,0.07637242610603338,0.05982905982905983,0.6153846153846154,0.09722222222222222,2.735897435897436,2.51,0.8965811965811965,4.794871794871796,0.48076578550880283,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjni,Bulk ZnO,3.7321,2.831983754208619,1556.9138292096939,114,13.657138852716614,4,13.657138852716614,0,0.0,0.0018189727016852076,0.07322177879161598,9.83595785590004,66.22083846992088,0.07322177343018749,0.05263157894736842,0.631578947368421,0.08333333333333333,2.818421052631579,2.51,0.8842105263157894,5.0,0.4807169538117176,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjnl,Bulk ZnO,2.0980999999999996,3.1741377564203623,1539.760155582408,114,13.506668031424631,4,13.506668031424631,0,0.0,0.0020614494698492553,0.0740375048585927,9.872348828492393,65.49123441019276,0.074037499377041,0.07894736842105263,0.631578947368421,0.125,2.839210526315789,2.51,0.8710526315789473,5.052631578947368,0.4688623193223978,0,0.0,0.0,0.0,0.0,Test
mp-aaafyjnz,Bulk ZnO,1.699,3.0311337528962032,1495.974281423467,114,13.122581415995324,4,13.122581415995324,0,0.0,0.0020261937591680946,0.0762045186308453,9.967742470821058,63.628872315679565,0.0762045128237171,0.07894736842105263,0.631578947368421,0.125,2.828157894736842,2.51,0.8697368421052631,5.0,0.4675126911993355,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjob,Bulk ZnO,3.4090000000000003,3.746391457395123,3254.399241427776,234,13.907689065930667,4,13.907689065930667,0,0.0,0.00115117758439235,0.07190267162714158,15.79036785079592,85.70251992448829,0.07190266645714775,0.038461538461538464,0.6153846153846154,0.0625,2.7275641025641026,2.51,0.9128205128205129,4.794871794871796,0.4872036955721439,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjoh,Bulk ZnO,2.3735999999999997,3.088718639288892,1525.942361515741,114,13.385459311541586,4,13.385459311541586,0,0.0,0.002024138471534942,0.0747079331926811,9.902058204768291,64.90351664975391,0.07470792761140624,0.08771929824561403,0.631578947368421,0.1388888888888889,2.8301754385964912,2.51,0.8701754385964913,5.0,0.4680264533716956,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjoi,Bulk ZnO,3.124,3.2704784050823443,1530.540396655145,114,13.425792953115307,4,13.425792953115307,0,0.0,0.002136812861803369,0.07448349631877504,9.89213236821684,65.09908671698112,0.07448349077098425,0.08771929824561403,0.631578947368421,0.1388888888888889,2.8284210526315787,2.51,0.8701754385964913,5.0,0.4680264533716956,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjoj,Bulk ZnO,3.2895000000000003,3.0141989376585387,1573.0660542016913,114,13.798825036856941,4,13.798825036856941,0,0.0,0.0019161299232206763,0.07246993837004091,9.802176800416534,66.9078475143892,0.07246993311814932,0.07894736842105263,0.631578947368421,0.125,2.825263157894737,2.51,0.8763157894736842,5.0,0.4719111967887861,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjoo,Bulk ZnO,2.0022,3.173682006191353,1537.1605442729763,114,13.48386442344716,4,13.48386442344716,0,0.0,0.0020646392584142176,0.07416271542015024,9.877910992168509,65.38066410284708,0.0741627099200423,0.07894736842105263,0.631578947368421,0.125,2.841842105263158,2.51,0.8736842105263157,5.052631578947368,0.4687583163238141,0,0.0,0.0,0.0,0.0,Training
mp-aaafyjpc,Bulk ZnO,1.2545,2.914265717041248,3067.2167410047505,234,13.107763850447652,4,13.107763850447652,0,0.0,0.0009501336107361623,0.07629066341211574,16.105258580590313,80.77318864644205,0.07629065759185086,0.038461538461538464,0.6153846153846154,0.0625,2.7429487179487184,2.51,0.9032051282051281,4.794871794871796,0.4786255657180992,0,0.0,0.0,0.0,0.0,Training
